Park Name,County,Park Identifier,MH Spaces,Phone,Address,Operater
"WINDMILL COVE RESORT AND MARINA, LLC",SAN JOAQUIN,39-0013-MP,3.0,(209) 948-6995,"7600 WINDMILL COVE RD, STOCKTON, CA 95206","WINDMILL COVE RESORT AND MARINA,LLC"
A & J TRAILER PARK,SAN JOAQUIN,39-0014-MP,12.0,(408) 207-8626,"8004 S EL DORADO, FRENCH CAMP, CA 95231",VALENCIA
TAUNTON MOBILE ESTATES LLC,SAN JOAQUIN,39-0016-MP,35.0,(209) 369-3693,"1390 W LOCKEFORD ST, LODI, CA 95242",TAUNTON MOBILE ESTATES LLC
COX & COX TRAILER PARK,SAN JOAQUIN,39-0017-MP,14.0,(209) 969-2955,"507 1/2 E 11TH ST, TRACY, CA 95376",BREITSTEIN FAMILY LIVING TRUST
ORCHARD ESTATES,SAN JOAQUIN,39-0018-MP,97.0,(209) 835-8566,"812 W CLOVER RD, TRACY, CA 95376",WATKINS
PELORIA PARADISE POINT LLC,SAN JOAQUIN,39-0020-MP,5.0,(209) 952-1000,"8095 RIO BLANCO RD, STOCKTON, CA 95209",PELORIA PARADISE POINT LLC
WHISKEY SLOUGH HARBOR,SAN JOAQUIN,39-0022-MP,1.0,(209) 942-4588,"3401 S WHISKEY SLOUGH RD, HOLT, CA 95234",DELTA BASS LLC
"B & G MHP, LLC",SAN JOAQUIN,39-0023-MP,19.0,(209) 368-0433,"24064 N HWY 99 #13, ACAMPO, CA 95220",WYLIE
IDLEWILD MP,SAN JOAQUIN,39-0025-MP,0.0,(999) 368-1152,"3049 W HWY 12, LODI, CA 95240",PATEL
SLEEPY HOLLOW MHP,SAN JOAQUIN,39-0026-MP,24.0,(510) 377-1777,"317 MOFFAT BLVD, MANTECA, CA 95337",GOGRI
LOCKEFORD MHP,SAN JOAQUIN,39-0031-MP,40.0,(209) 727-5862,"19142 JACK TONE RD, LOCKEFORD, CA 95237",IRON OAK PROPERTIES
SHADY ACRES MHP,SAN JOAQUIN,39-0033-MP,44.0,(209) 932-8747,"621 E LOCKEFORD ST, LODI, CA 95240",SHADY ACRES MOBILE HOME PARK LLC
CHARTER WAY MHP,SAN JOAQUIN,39-0035-MP,40.0,(209) 322-3148,"1550 SOUTH B ST, STOCKTON, CA 95206",THE KAUR GROUP LLC
MCKINLEY AVE TRAILER VILLAGE,SAN JOAQUIN,39-0037-MP,70.0,(209) 465-5113,"2525 S EL DORADO, STOCKTON, CA 95206",
WILLA TP,SAN JOAQUIN,39-0038-MP,18.0,(209) 610-9335,"649 WEST ST, TRACY, CA 95376",GAMACHE
MORADA MHP,SAN JOAQUIN,39-0041-MP,44.0,(209) 931-0297,"9454 84 N HWY 99, STOCKTON, CA 95212",FOLEY
HIDDEN OAKS,SAN JOAQUIN,39-0042-MP,8.0,(209) 794-2571,"25950 NORTH THORNTON ROAD, THORNTON, CA 95686",SUNSHINE PROPERTIES
TWO RIVERS RV TP,SAN JOAQUIN,39-0043-MP,1.0,(209) 823-8434,"31021 S TWO RIVERS RD, MANTECA, CA 95337",THE GEORGE TURKMANY 2013 TRUST
NEW HOPE LANDING RV PARK & MARINA,SAN JOAQUIN,39-0044-MP,64.0,(209) 794-2627,"13945 W WALNUT GROVE, THORNTON, CA 95686",NEW HOPE LANDING RV PARK AND MARINA LLC
V & P MHP,SAN JOAQUIN,39-0046-MP,11.0,(209) 531-5053,"3232 MUNFORD AVE, STOCKTON, CA 95205",MILLER
MCCOMB MOBILEHOME PARK,SAN JOAQUIN,39-0048-MP,17.0,(408) 770-9288,"2446 MCCOMB AVE, STOCKTON, CA 95205",ROBLES
PALM MOBILE HOME PARK,SAN JOAQUIN,39-0049-MP,8.0,(408) 368-6899,"2256 CHEROKEE LN, STOCKTON, CA 95205",PVN AND SDN INVESTMENTS LLC
PALMS MHP,SAN JOAQUIN,39-0050-MP,41.0,(209) 625-7892,"845 S CHEROKEE LN, LODI, CA 95240",CA MHP LLC
MOKELUMNE MOBILE SENIOR PARK,SAN JOAQUIN,39-0052-MP,25.0,(916) 439-2238,"19250 N LOWER SACRAMENTO RD., WOODBRIDGE, CA 95258",HUFFMAN
GOLDEN ACRES,SAN JOAQUIN,39-0053-MP,11.0,(209) 948-0500,"3022 N WILSON WAY, STOCKTON, CA 95205",GUTIERREZ
STOCKTON PARK VILLAGE LLC,SAN JOAQUIN,39-0055-MP,34.0,(415) 702-7032,"1914 AUTO AVE, STOCKTON, CA 95205",STOCKTON PARK VILLAGE LLC
TRAIL 50 MOTEL\MHP,SAN JOAQUIN,39-0057-MP,20.0,(209) 835-0518,"650 E 11TH ST, TRACY, CA 95376",PIRRO
CITY GARDENS,SAN JOAQUIN,39-0058-MP,45.0,(209) 948-6299,"2635 W FREMONT ST, STOCKTON, CA 95203",CITY GARDENS COMMUNITY LLC
MANTECA MHP,SAN JOAQUIN,39-0061-MP,53.0,(209) 466-7909,"555 MOFFAT BLVD, MANTECA, CA 95336",MANTECA MHP LLC
SHADY REST MHP,SAN JOAQUIN,39-0062-MP,42.0,(209) 931-1590,"11111 E HWY 26, STOCKTON, CA 95215",LAL
SHELTERED OAKS COMMUNITY,SAN JOAQUIN,39-0064-MP,14.0,(916) 708-4999,"3112 N BELVEDERE AVENUE, STOCKTON, CA 95205",ORLANDO
SHADY ACRES MOBILEHOME PARK,SAN JOAQUIN,39-0065-MP,40.0,(209) 948-0500,"1732 CHEROKEE RD, STOCKTON, CA 95205",GROUP I EL MONTE PROPERTIES LTD
EASTLAND COMMUNITY,SAN JOAQUIN,39-0066-MP,11.0,(916) 708-4999,"2806 NORTH E ST, STOCKTON, CA 95205",ORLANDO
WOODBRIDGE MOBILE ESTATES,SAN JOAQUIN,39-0067-MP,37.0,(209) 368-3736,"18645 N LOWER SACTO RD, WOODBRIDGE, CA 95258",LYNCH
STOCKTON CITY MOTEL TP,SAN JOAQUIN,39-0068-MP,25.0,(209) 373-9681,"1022 S WILSON WAY, STOCKTON, CA 95205",CHAVEZ
CHERRY LANE MHP,SAN JOAQUIN,39-0070-MP,44.0,(209) 931-2233,"11225 E HWY 26, STOCKTON, CA 95215",HULL FAMILY PROPERTIES LLC
ROBINDALE MHP,SAN JOAQUIN,39-0076-MP,20.0,(209) 464-0556,"2741 ROBINDALE AVE, STOCKTON, CA 95202",PHUNG
CHEROKEE MOBILE HOME COMMUNITIES,SAN JOAQUIN,39-0077-MP,20.0,(209) 369-5526,"1651 S CHEROKEE LN, LODI, CA 95240",CALIFORNIA MOBILE HOME PARK INVESTORS 6
V MOBILE HOME PARK,SAN JOAQUIN,39-0078-MP,19.0,(408) 771-3835,"2636 N WILSON WAY, STOCKTON, CA 95205",BROOKSIDE REAL ESTATE LLC
BIG WHEEL MHP,SAN JOAQUIN,39-0079-MP,60.0,(209) 462-8939,"3907 E FREMONT, STOCKTON, CA 95215",LAL & MALKIT TOOR
VICTOR MHP,SAN JOAQUIN,39-0080-MP,5.0,(209) 462-8939,"8930 E HEIL, VICTOR, CA 95253",RODRIGUEZ
TWIN OAKS MHP LLC,SAN JOAQUIN,39-0088-MP,85.0,(209) 369-3326,"11303 N HWY 99, LODI, CA 95242",TWIN OAKS MANUFACTURED HOUSING COMMUNITY LLC
BENTLEY MHP LLC,SAN JOAQUIN,39-0094-MP,23.0,(408) 422-3299,"2189 E TAYLOR ST, STOCKTON, CA 95205",SANDOVAL
MOREHEAD PARK,SAN JOAQUIN,39-0096-MP,109.0,(209) 835-1455,"24221 S CHRISMAN RD, TRACY, CA 95304",MOREPARK PROPERTIES
HAVEN ACRES MHP ASSOC INC,SAN JOAQUIN,39-0099-MP,50.0,(209) 982-5433,"1691 W FREWERT RD, LATHROP, CA 95330",HAVEN ACRES RIVER CLUB INC.
CHERRY ORCHARD MHP,SAN JOAQUIN,39-0100-MP,28.0,(209) 932-8747,"3707 FARMINGTON RD, STOCKTON, CA 95215",CALIFORNIA MOBILE HOME PARK INVESTORS 6
SAN JUAN VISTA,SAN JOAQUIN,39-0101-MP,62.0,(209) 465-1390,"408 N FILBERT ST, STOCKTON, CA 95205",SAN JUAN VISTA
LODI LAKE MHP,SAN JOAQUIN,39-0103-MP,51.0,(209) 334-2625,"18644 N LOWER SACRAMENTO RD, WOODBRIDGE, CA 95258",LIPELT
WESTERN MHP,SAN JOAQUIN,39-0105-MP,38.0,(209) 823-5389,"1130 W YOSEMITE, MANTECA, CA 95337",WESTERN MOBILEHOME PARK
GLENWOOD MOBILEHOME PARK,SAN JOAQUIN,39-0106-MP,37.0,(209) 931-0211,"9459 E HWY 26, STOCKTON, CA 95215",ALIASGARI
BEL AIR MHC,SAN JOAQUIN,39-0107-MP,116.0,(209) 931-2010,"5835 CHEROKEE RD, STOCKTON, CA 95215",BEL AIR MANUFACTURED HOUSING COMMUNITY LLC
SAHARA MH CT,SAN JOAQUIN,39-0108-MP,157.0,(209) 464-9392,"2340 SANQUINETTI LN, STOCKTON, CA 95209",SAHARA MOBILE HOME PARK LLC
NICKELS TP,SAN JOAQUIN,39-0109-MP,2.0,(209) 464-9392,"1509 S CHEROKEE LN, LODI, CA 95240",NICKEL
OASIS TRAILER PARK,SAN JOAQUIN,39-0110-MP,30.0,(209) 932-8747,"360 E GRANTLINE RD, TRACY, CA 95376",CALIFORNIA MHP INVESTORS 3 LLC
EL RIO MOBILE HOME PARK,SAN JOAQUIN,39-0111-MP,23.0,(209) 461-6400,"4032 S HWY 99, STOCKTON, CA 95215",EL RIO MHP LLC
MOBILE VILLAS,SAN JOAQUIN,39-0113-MP,33.0,(209) 943-6106,"4501 N WILSON WAY, STOCKTON, CA 95205",BLANTON
ALMOND DRIVE MOBILE ESTATES,SAN JOAQUIN,39-0114-MP,85.0,(209) 368-3103,"471 ALMOND DR, LODI, CA 95240",BAUM
THE VILLAGE AT WIMPY'S,SACRAMENTO,39-0115-MP,7.0,(209) 794-2544,"14001 W WALNUT GROVE RD, WALNUT GROVE, CA 95690",WIMPY'S CALIFORNIA DELTA RESORTS LLC
ISLANDER RV & MOBILE HOME PARK,SAN JOAQUIN,39-0116-MP,44.0,(209) 823-2356,"20801 S. WOODWARD AVE, MANTECA, CA 95336",ISLANDER MOBILE HOME PARK
TURTLE BEACH RESORT,SAN JOAQUIN,39-0117-MP,0.0,(209) 239-0991,"703 E WILLIAMSON RD, MANTECA, CA 95337",MHC NAC
HOLLY MOBILE ESTATES,SAN JOAQUIN,39-0118-MP,9.0,(209) 835-5296,"2888 HOLLY DR, TRACY, CA 95376",VIDA CAPITAL GROUP LLC
MATADOR TP,SAN JOAQUIN,39-0120-MP,22.0,(831) 685-9433,"1452 N WILLIAMS ST, STOCKTON, CA 95205",RICHARD JOE DELANO FAMILY TRUST
CENTURY MHP,SAN JOAQUIN,39-0122-MP,15.0,(209) 614-2540,"5300 S HWY 99, STOCKTON, CA 95215",VALDEZ
LATORRES TRAILER CT,SAN JOAQUIN,39-0125-MP,10.0,(209) 835-2451,"2430 W BYRON RD, TRACY, CA 95376",TRADKO VALLEY ASSOCIATES
OLDE TOWNE MHP,SAN JOAQUIN,39-0126-MP,11.0,(209) 599-9730,"15010 E HWY 120, RIPON, CA 95366",HERN
EDEN MHP,SAN JOAQUIN,39-0127-MP,5.0,(209) 745-1568,"11811 N HWY 99, LODI, CA 95240",PRATTON
LONDONER APARTMENTS-TRAILER PARK,SAN JOAQUIN,39-0128-MP,3.0,(209) 484-0986,"4835 W 11TH ST, TRACY, CA 95376",BERTRAM
KING ISLAND MOBILEHOME / RV PARK,SAN JOAQUIN,39-0129-MP,51.0,(209) 447-5364,"11520 W EIGHT MILE RD, STOCKTON, CA 95219",KING ISLAND ENTERPRISES
LATHROP SANDS,SAN JOAQUIN,39-0130-MP,36.0,(209) 982-9492,"15550 S HARLAN, LATHROP, CA 95330",STINSON FAMILY TRUST
HARRAHS TP,SAN JOAQUIN,39-0131-MP,2.0,(209) 466-4043,"952 N GOLDEN GATE AVE, STOCKTON, CA 95207",FRIAS
CARIBOU MHP,SAN JOAQUIN,39-0132-MP,72.0,(209) 931-3118,"3431 CHERRYLAND, STOCKTON, CA 95215",ESQUIVEL
WALNUT GROVE MHP,SAN JOAQUIN,39-0133-MP,54.0,(209) 858-4435,"365 E LOUISE AVE, LATHROP, CA 95330",RYAN
CASA DEL RIO MHP,SAN JOAQUIN,39-0135-MP,4.0,(209) 838-7609,"25434 E RIVER RD, ESCALON, CA 95320",THE SMITH FAMILY IRREVOCABLE TRUST
DEL RIO VISTA GARDEN MHP,SAN JOAQUIN,39-0136-MP,3.0,(209) 872-9836,"25294 E RIVER RD, ESCALON, CA 95320",CHAVEZ
TRACY OASIS MARINA RESORT,SAN JOAQUIN,39-0137-MP,7.0,(209) 835-3182,"12450 W GRIMES RD, TRACY, CA 95376",KOLHOFF
COUNTRY SQUIRE MOBILE ESTATES,SAN JOAQUIN,39-0138-MP,46.0,(209) 931-2983,"4350 CHEROKEE LN, STOCKTON, CA 95215",FOLEY
TAHAMA VILLAGE MHP,SAN JOAQUIN,39-0141-MP,69.0,(209) 845-3836,"10780 N HWY 99, STOCKTON, CA 95212",DANNY & ATHENA FOLEY FAMILY TRUST
ESCALON RANCH,SAN JOAQUIN,39-0142-MP,5.0,(209) 599-4710,"16813 ESCALON BELLOTA RD, ESCALON, CA 95320",VALLO
LATHROP MHP,SAN JOAQUIN,39-0143-MP,24.0,(510) 462-5111,"34 W MOSSDALE RD, LATHROP, CA 95330",SANWONG
BERNARD PARK,SAN JOAQUIN,39-0144-MP,2.0,(209) 835-1399,"5655 H ST, BANTA, CA 95304",BERNARD
ALMOND GROVE MHC,SAN JOAQUIN,39-0146-MP,106.0,(209) 838-3292,"2505 JACKSON AVE, ESCALON, CA 95320",ALMOND GROVE MANUFACTURED HOUSING COMMUNITY LLC
MAPACHE MHP,SAN JOAQUIN,39-0147-MP,99.0,(209) 466-2461,"3435 MARFARGOA LN, STOCKTON, CA 95215",MAPACHE MOBILE HOME PARK LLC
II VINETO,SAN JOAQUIN,39-0148-MP,80.0,(209) 368-9476,"11662 N HAM LN, LODI, CA 95240",PASSALACQUA PROPERTIES LLC
CHANGING TIDES RESORT,SAN JOAQUIN,39-0149-MP,3.0,(209) 609-3276,"1628 W BOWMAN RD, FRENCH CAMP, CA 95231",SILVERIA
YOGI BEAR'S JELLYSTONE PARK CAMP-RESORT AT TOWER PARK,SAN JOAQUIN,39-0150-MP,0.0,(209) 369-1041,"14900 W HWY 12, LODI, CA 95242",STOCKTON DELTA RESORT LLC
FRIENDLY VILLAGE MHP,SAN JOAQUIN,39-0151-MP,175.0,(209) 478-0175,"8600 N WEST LN, STOCKTON, CA 95210",MGKG PROPERTIES LP
COUNTRY MANOR MOBILE HOME,SAN JOAQUIN,39-0152-MP,40.0,(209) 368-6404,"17251 N TRETHEWAY RD, LOCKEFORD, CA 95237",LEPELLEY FAMILY TRUST
EL RANCHO MHP,SAN JOAQUIN,39-0154-MP,287.0,(209) 239-1157,"1830 E YOSEMITE AVE, MANTECA, CA 95336",RAYMUS
DOUBLE L MOBILE ESTATES,SAN JOAQUIN,39-0155-MP,101.0,(209) 727-5388,"18450 N HWY 88, LOCKEFORD, CA 95237",LIPELT
ALMOND BLOSSOM ESTATES,SAN JOAQUIN,39-0156-MP,139.0,(209) 823-4912,"1901 E YOSEMITE AVE, MANTECA, CA 95336",ALMOND BLOSSOM ESTATES SPE LLC
SOUTHLAND MHP,SAN JOAQUIN,39-0157-MP,87.0,(209) 823-0257,"1624  HWY 99, MANTECA, CA 95336",THE KATZ FAMILY TRUST
THE ARBORS,SAN JOAQUIN,39-0161-MP,173.0,(209) 369-2452,"19690 N HWY 99, ACAMPO, CA 95220",ACAMPO ARBOR LIMITED
STOCKTON VERDE MHP,SAN JOAQUIN,39-0165-MP,283.0,(209) 931-4512,"4900 N HWY 99, STOCKTON, CA 95212",STOCKTON VERDE MOBILE HOME PARK
CASA DE LODI,SAN JOAQUIN,39-0166-MP,240.0,(209) 369-7855,"812 E TURNER RD, LODI, CA 95240",KEH
RIVERFRONT VILLAS,SAN JOAQUIN,39-0167-MP,27.0,(209) 794-2544,"13955 WALNUT GROVE RD, WALNUT GROVE, CA 95690",WIMPY'S CALIFORNIA DELTA RESORTS LLC
CAMINO REAL MOBILE ESTATES,SAN JOAQUIN,39-0168-MP,167.0,(510) 736-1557,"15820 S HARLAN RD, LATHROP, CA 95330",SANSOME SKYLINE LATHROP LP
TIKI LAGUN RESORT MARINA,SAN JOAQUIN,39-0169-MP,6.0,(209) 932-8747,"12988 W MCDONALD RD, STOCKTON, CA 95206",TIKI LAGUN PARTNERS
GREENOAKS MHP,SAN JOAQUIN,39-0173-MP,216.0,(209) 835-1301,"2929 N MACARTHUR DR, TRACY, CA 95376",YOHANAN
IMPERIAL STOCKTON MOBILE ESTATES,SAN JOAQUIN,39-0174-MP,281.0,(209) 478-4688,"8700 WEST LANE, STOCKTON, CA 95210",IMPERIAL STOCKTON INVESTORS
SHADOW LAKE MHP,SAN JOAQUIN,39-0178-MP,256.0,(209) 931-4198,"5100 N HWY 99, STOCKTON, CA 95212","SHADOW LAKE MOBILE HOME PARK,LLC"
TOWER PARK VILLAGE,SAN JOAQUIN,39-0179-MP,199.0,(209) 644-4900,"14950 W HWY 12, LODI, CA 95240",TOWER PARK VILLAGE OWNERS ASSOCIATION
OAKWOOD LAKE MOBILE HOME PARK,SAN JOAQUIN,39-0180-MP,61.0,(209) 239-2500,"4399 APLICELLA COURT, MANTECA, CA 95337",OAKWOOD MOBILE HOME PARK LLC
HARLAN PARK,SAN JOAQUIN,39-0184-MP,2.0,(209) 482-4854,"11424 S HARLAN RD, LATHROP, CA 95330",SRAI/SIHOTA
4 CORNERS,SAN JOAQUIN,39-0185-MP,2.0,(916) 984-4284,"10501 W WALNUT GROVE RD, THORNTON, CA 95686",RODRIGUEZ
THE PINES MOBILE ESTATES,SAN JOAQUIN,39-0186-MP,147.0,(209) 473-0243,"6706 TAM O'SHANTER DR, STOCKTON, CA 95210",DOWNEY ENTERPRISES
GOLDEN GATE ESTATES,SAN JOAQUIN,39-0187-MP,27.0,(209) 952-2980,"1044 S DAVID AVE, STOCKTON, CA 95205",RIO INVESTMENTS LLC
MOKELUMNE BEACH RESORT R.V. PARK,SAN JOAQUIN,39-0188-MP,0.0,(209) 333-0340,"18450 N HWY 99, ACAMPO, CA 95220",HALLELUJAH HOLDINGS LLC
KING ISLAND,CONTRA COSTA,39-0189-MP,0.0,(510) 697-4710,"21334 W ST RT 4, BYRON, CA 94514",INVESTORS OF KING ISLAND INC
TURNER CUT RESORT,SAN JOAQUIN,39-0190-MP,2.0,(209) 465-4129,"12888 W NEUGEBAUER RD, STOCKTON, CA 95206",MCGUINNESS
FRENCH CAMP RV PARK LLC,SAN JOAQUIN,39-0191-MP,0.0,(209) 983-8384,"3919 E FRENCH CAMP RD, MANTECA, CA 95336",FRENCH CAMP RV PARK LLC
FLAG CITY R.V. RESORT,SAN JOAQUIN,39-11521-MP,0.0,(209) 339-8300,"6120 W. BANNER ROAD, LODI, CA 95242",GILL
CORTI TRAILER PARK,SAN JOAQUIN,39-13066-MP,3.0,(510) 612-7779,"11718 FINCK RD, TRACY, CA 95376",FRANCOCORTI
BAYWOOD TP,SAN LUIS OBISPO,40-0007-MP,16.0,(805) 528-7557,"1259 2ND ST, BAYWOOD PARK, CA 93402",MORENO
MISSION COURT,SAN LUIS OBISPO,40-0013-MP,21.0,(805) 235-3304,"560 12TH ST, SAN MIGUEL, CA 93451",LEGGITT
SILVER CITY WEST,SAN LUIS OBISPO,40-0026-MP,27.0,(805) 772-8581,"1680 MAIN ST, MORRO BAY, CA 93442",SILVER CITY WEST LLC
HILLTOP TP,SAN LUIS OBISPO,40-0028-MP,18.0,(805) 489-7139,"1183 EL CAMINO REAL, ARROYO GRANDE, CA 93420",DARWAY
HILLTOP MOBILE MANOR,SAN LUIS OBISPO,40-0029-MP,51.0,(805) 466-9416,"5715 SANTA CRUZ RD, ATASCADERO, CA 93422",HILLTOP MANOR ATASCADERO LLC
PASO ROBLES MOBILE VILLAGE,SAN LUIS OBISPO,40-0031-MP,31.0,(805) 238-1413,"3126 SPRING ST, PASO ROBLES, CA 93446",PASO ROBLES MOBILE VILLAGE LLC
OAK TERRACE MHP,SAN LUIS OBISPO,40-0033-MP,44.0,(805) 927-9367,"1226 N MAIN ST, CAMBRIA, CA 93428",OAK TERRACE MHP LLC
HARBORVIEW R.V. PARK,SAN LUIS OBISPO,40-0034-MP,2.0,(805) 470-9929,"1078 MONTEREY AVE, MORRO BAY, CA 93442",CCV RV LLC
MATHEWS TRAILER LODGE,SAN LUIS OBISPO,40-0035-MP,28.0,(805) 543-3383,"274 HIGUERA ST, SAN LUIS OBISPO, CA 93401",EVERGREEN WINDSOR MHP LLC
DOWNTOWN TERRACE,SAN LUIS OBISPO,40-0037-MP,33.0,(805) 473-0102,"546 HIGUERA ST, SAN LUIS OBISPO, CA 93401",HIGUERA COMMONS LLC
CIRCLE M MOBILE VILLAGE,SAN LUIS OBISPO,40-0038-MP,22.0,(805) 466-0354,"8850 EL CAMINO REAL, ATASCADERO, CA 93422",CAIN
MORRO VIEW TRAILER PARK,SAN LUIS OBISPO,40-0040-MP,0.0,(805) 528-7557,"462 MONTEREY AVE, MORRO BAY, CA 93442",MORENO
RANCHO RV PARK,SAN LUIS OBISPO,40-0049-MP,0.0,(805) 772-2109,"355 HARBOR ST, MORRO BAY, CA 93442",HALE
ROCKVIEW TP,SAN LUIS OBISPO,40-0052-MP,20.0,(805) 772-4095,"227 SURF ST, MORRO BAY, CA 93442",FRANKLIN
CASTLE COTTAGES,SAN LUIS OBISPO,40-0056-MP,10.0,(805) 927-3501,"1460 MAIN ST, CAMBRIA, CA 93428",GFS CAMBRIA
SOUTH PEAK MHP,SAN LUIS OBISPO,40-0060-MP,75.0,(209) 932-8747,"145 SOUTH ST, SAN LUIS OBISPO, CA 93401",SOUTH PEAK MHP LLC
TEMPLETON MHP,SAN LUIS OBISPO,40-0063-MP,41.0,(805) 543-1056,"60 SECOND ST/155 BREWER ST, TEMPLETON, CA 93465",EHRKE
BUOY\GULL TRAILER TERRACE,SAN LUIS OBISPO,40-0064-MP,2.0,(805) 772-8090,"495 ATASCADERO RD, MORRO BAY, CA 93442",GRIGGS
PASO ROBLES MHP,SAN LUIS OBISPO,40-0065-MP,21.0,(805) 239-0795,"3341 SPRING ST, PASO ROBLES, CA 93446",PASO ROBLES MHP LLC
TREES MHP,SAN LUIS OBISPO,40-0066-MP,18.0,(805) 238-4638,"2841 SPRING ST, PASO ROBLES, CA 93446",LIPSCOMB
MORRO BAY RV TRAILER PARK & APTS,SAN LUIS OBISPO,40-0067-MP,0.0,(805) 452-4157,"425 BONITA ST, MORRO BAY, CA 93442",KUBES
ESTERO BAY RV PARK,SAN LUIS OBISPO,40-0069-MP,1.0,(805) 772-1676,"490 ATASCADERO RD, MORRO BAY, CA 93442","LOW MAC,LLC"
WAGON WHEEL TP,SAN LUIS OBISPO,40-0071-MP,1.0,(805) 772-1454,"1998 MAIN ST, MORRO BAY, CA 93443",FERRI
GRAND AVE MHP,SAN LUIS OBISPO,40-0076-MP,13.0,(805) 481-4317,"1168 GRAND AVE, GROVER BEACH, CA 93433",JOHNSON
VALLE VISTA TRAILER PARK,SAN LUIS OBISPO,40-0078-MP,23.0,(805) 637-2138,"333 ELKS LN, SAN LUIS OBISPO, CA 93401",VALLE VISTA TRAILER PARK LLC
CYPRESS MORRO BAY RV & MOBILEHOME PARK,SAN LUIS OBISPO,40-0080-MP,29.0,(805) 772-2515,"1121 MAIN ST, MORRO BAY, CA 93442",HAMPP
EL MORRO TRAILER COURT,SAN LUIS OBISPO,40-0081-MP,27.0,(805) 772-9346,"190 MAIN ST, MORRO BAY, CA 93442",JACKSON PONSO
BELLA VISTA MOBILE LODGE,SAN LUIS OBISPO,40-0084-MP,53.0,(805) 995-3644,"350 N OCEAN, CAYUCOS, CA 93430",BELLA VISTA MHP
"WALKERS MOBILE HOME PARK, LLC",SAN LUIS OBISPO,40-0085-MP,30.0,(916) 240-1850,"1105 MORRO AVE, MORRO BAY, CA 93442",WAY OUT WEST COMMUNITIES CORP
PACIFICO DEL AMO,SAN LUIS OBISPO,40-0086-MP,41.0,(805) 489-5287,"1477 GRAND AVE, GROVER BEACH, CA 93433",PACIFICO MOBILE HOME PARK LLC C/O WATERHOUSE MANAGEMENT
PISMO PLUS,SAN LUIS OBISPO,40-0087-MP,2.0,(760) 663-4941,"345 PIER AVE, OCEANO, CA 93445",PISMO PLUS
MORRO PALMS MOBILE LODGE,SAN LUIS OBISPO,40-0088-MP,46.0,(805) 772-7267,"901 MORRO BAY BLVD, MORRO BAY, CA 93442",ROBERTSHAW
PINEVIEW MHP,SAN LUIS OBISPO,40-0089-MP,46.0,(805) 927-4213,"9540 AVONNE AVE, SAN SIMEON, CA 93452",PINEVIEW MHP LLC
HILLCREST RANCH,SAN LUIS OBISPO,40-0091-MP,13.0,(805) 459-2551,"6180 ONTARIO RD, SAN LUIS OBISPO, CA 93401",HILLCREST RANCH SLO LLC
ARROYO MOBILE HOME,SAN LUIS OBISPO,40-0093-MP,33.0,(805) 489-6555,"958 GRAND AVE, ARROYO GRANDE, CA 93420",GARNER
SILVER CITY MOBILE LODGE,SAN LUIS OBISPO,40-0094-MP,296.0,(805) 543-9439,"3860 S HIGUERA ST, SAN LUIS OBISPO, CA 93401","MOODY,W.MOODY"
GROVER GARDENS MP,SAN LUIS OBISPO,40-0095-MP,58.0,(805) 481-0824,"1370 GRAND AVE, GROVER BEACH, CA 93433",WARD
BAR K MHP,SAN LUIS OBISPO,40-0096-MP,25.0,(805) 302-9404,"272 S OAKGLEN AVE, NIPOMO, CA 93444",BRENT
KEN MAR GARDENS,SAN LUIS OBISPO,40-0098-MP,48.0,(805) 473-1219,"801 S HALCYON RD, HALCYON, CA 93420",KRANTZ
BUENA VISTA MOBILE HOME PARK,SAN LUIS OBISPO,40-0099-MP,46.0,(805) 929-4265,"449 W TEFFT RD, NIPOMO, CA 93444",BUENA VISTA MHP LLC
SILVER CITY RESORT,SAN LUIS OBISPO,40-0102-MP,73.0,(805) 772-7478,"500 ATASCADERO RD, MORRO BAY, CA 93442",SILVER CITY AFK LLC
PLEASANT HILL MOBILE MANOR,SAN LUIS OBISPO,40-0103-MP,30.0,(805) 709-8001,"1623 23RD ST, OCEANO, CA 93445",GREENFIELD & COWEN
SANTA MARGARITA MHP,SAN LUIS OBISPO,40-0105-MP,50.0,(805) 438-4112,"9712 PINAL ST, SANTA MARGARITA, CA 93453",CRISTALLINA PARTNERS LLC
HIDDEN HILLS,SAN LUIS OBISPO,40-0106-MP,35.0,(805) 540-6022,"650 TANK FARM RD, SAN LUIS OBISPO, CA 93401",AGERA GROVE INVESTMENTS LLC
VAGABOND MHP,SAN LUIS OBISPO,40-0107-MP,32.0,(805) 543-7750,"535 TRAFFIC WAY, ARROYO GRANDE, CA 93420",JOHNSON
CASA DEL REY MP,SAN LUIS OBISPO,40-0108-MP,54.0,(805) 474-1430,"2531 CIENAGA AVE, OCEANO, CA 93445",CASA DEL REY MHP LLC
BLUE HERON TERRACE,SAN LUIS OBISPO,40-0113-MP,71.0,(805) 772-4653,"475 S BAY BLVD, MORRO BAY, CA 93442",BLUE HERON TERRACE MHP LLC
SUNNY OAKS MHP,SAN LUIS OBISPO,40-0119-MP,65.0,(805) 528-1686,"1701 LOS OSOS VALLEY RD, LOS OSOS, CA 93402",RESIDENT OWNED PARKS INC
OCEANAIRE MHP,SAN LUIS OBISPO,40-0121-MP,65.0,(805) 543-5030,"1121 ORCUTT RD, SAN LUIS OBISPO, CA 93401",FENDERSON FAMILY LP
