Park Name,County,Park Identifier,Park Address,MH Spaces,Operated by
LINDSAY MHP,TULARE,54-0022-MP,"141 N ASHLAND, LINDSAY, CA 93247, (209) 732-3000",25,"RSP INVESTMENTS, LLC, PO BOX 919, ELK RAPIDS, MI 49629"
HULLS TP,TULARE,54-0024-MP,"379 W APIA ST, LINDSAY, CA 93247, (209) 562-1023",11,"LOWERY FAMILY LIMITED PARTNERSHIP, PO BOX 919, ELK RAPIDS, MI 49629"
TRIPLE R TP,TULARE,54-0029-MP,"1187 N PARK ST, PIXLEY, CA 93256, (209) 757-3713",5,"RENTERIA, ALFREDO, 1187 N PARK, PIXLEY, CA 93256"
TULARE MHP,TULARE,54-0032-MP,"955 SOUTH K ST, TULARE, CA 93274, (209) 688-2290",30,"BOND, WILLIAM, 9646 WALNUT ST, BELLFLOWER, CA 90706"
MT VIEW MOBILE HOME PARK & APTS,TULARE,54-0033-MP,"15520 AVE 296, VISALIA, CA 93292, (559) 625-0330",16,"RSP INVESTMENTS,LLC, PO BOX 919, ELK RAPIDS, MI 49629"
SHADY LANE TP,TULARE,54-0036-MP,"53 E DATE AVE, PORTERVILLE, CA 93257, (209) 739-8281",27,"TENBERGE, BRYAN, 6704 BLUE RIVER COURT, MIRA LOMA, CA 91752"
GONZALEZ TRAILER COURT,TULARE,54-0039-MP,"449 NORTH CAMBRIDGE AVE, LINDSAY, CA 93247, (559) 562-4431",6,"GONZALEZ, FERNANDO, 830 ANTERO COURT, SAN JOSE, CA 95133"
PORTERVILLE TP\MHP,TULARE,54-0041-MP,"1168 S MAIN ST, PORTERVILLE, CA 93257, (559) 791-1212",24,"LOWERY FAMILY LIMITED PARTNERSHIP, PO BOX 919, ELK RAPIDS, MI 49629"
RIVERS EDGE MHP,TULARE,54-0046-MP,"35811 HWY 190, SPRINGVILLE, CA 93265, (559) 539-2241",37,"RIVERS EDGE PARK LLC, 1311B S. PACIFIC ST, OCEANSIDE, CA 92054"
SHADY GROVE MHP,TULARE,54-0048-MP,"1236 S MAIN ST, PORTERVILLE, CA 93257, (559) 920-7224",37,"SHADY GROVE MHP, LLC, PO BOX 1930, VENTURA, CA 93002"
SULTANA,TULARE,54-0051-MP,"10338 COURT, SULTANA, CA 93666, (209) 591-4618",0,"REAGAN, LOUISE, PO BOX 278, SULTANA, CA 93666"
VILLAGE TP,TULARE,54-0057-MP,"943 SOUTH K ST, TULARE, CA 93274, (209) 686-5194",27,"VILLAGE MHP LLC, PO BOX 1930, VENTURA, CA 93002"
DOUGLAS MOBILE HOME RV PARK,TULARE,54-0058-MP,"1078 W BELLEVIEW AVE, PORTERVILLE, CA 93257, (559) 735-0103",25,"RSP INVESTMENTS, LLC, PO BOX 919, ELK RAPIDS, MI 49629"
PORTERVILLE MOBILE VILLAGE,TULARE,54-0061-MP,"1453 S PLANO, PORTERVILLE, CA 93257, (559) 854-7824",60,"PORTERVILLE MOBILE VILLAGE LLC, 1910 TERRACINA DR. # 100, SACRAMENTO, CA 95834"
THREE RIVERS HIDEWAY,TULARE,54-0066-MP,"43365 SIERRA DR, THREE RIVERS, CA 93271, (209) 561-4413",21,"HAMMOND, DAVE, PO BOX 575, THREE RIVERS, CA 93271"
SIERRA VISTA MHP,TULARE,54-0067-MP,"815 W TOMAH AVE, PORTERVILLE, CA 93257, (559) 592-3061",15,"YOUNGBLOOD, PATRICIA OR MERLE, 30377 SIERRA SUNRISE DR, EXETER, CA 93221"
WOODLAKE TP,TULARE,54-0069-MP,"858 S VALENCIA, WOODLAKE, CA 93286, (999) 564-9963",14,"HUDSON, L, 33586 RD 220, WOODLAKE, CA 93286"
TRAILER ISLE,TULARE,54-0073-MP,"43490 N FORK DR, THREE RIVERS, CA 93271, (209) 561-4333",21,"BRANDON, MITCHELL, 43490 NORTH FORK DRIVE, THREE RIVERS, CA 93271"
SUN & FUN RV PARK,TULARE,54-0074-MP,"1046 E RANKIN AVE, TULARE, CA 93274, (209) 686-5779",31,"NORTHWIND PROPERTIES LTD, 1654 THE ALAMEDA #100, SAN JOSE, CA 95126"
SEQUOIA CAMPGROUND AND LODGE,TULARE,54-0076-MP,"40457 SIERRA DR, THREE RIVERS, CA 93271, (559) 561-4424",0,"AC SEQUOIA LLC, 121 EAST MASON ST SUITE B, SANTA BARBARA, CA 93101"
SODA SPRINGS TP,KERN,54-0077-MP,"15 MI N KERNVILLE HC 1 BOX 91, KERNVILLE, CA 93238, (760) 376-2462",0,"FAST, MURL, HC 1 BOX 91, KERNVILLE, CA 93238"
STRATHMORE MOBILE HOME PARK,TULARE,54-0083-MP,"19520 RD 228, STRATHMORE, CA 93267, (559) 735-0103",40,"LOWERY FAMILY LIMITED PARTNERSHIP, PO BOX 919, ELK RAPIDS, MI 49629"
SIERRA MOBILE VILLAGE,TULARE,54-0088-MP,"935 E TULARE AVE, VISALIA, CA 93277, (559) 732-6398",33,"LOW MAC,LLC, PO BOX 919, ELK RAPIDS, MI 49629"
BUTTS MHP,TULARE,54-0091-MP,"582 YALE, DINUBA, CA 93618, (209) 732-6398",3,
GOLD STAR MOBILE ESTATES,TULARE,54-0092-MP,"2120 S SANTA FE AVENUE, VISALIA, CA 93292, (213) 383-3222",183,"POPKIN, RUTH, 3250 WILSHIRE BLVD SUITE # 1918, LOS ANGELES, CA 90010"
PINE FLAT TRAILER PARK,TULARE,54-0094-MP,"RT 4 BX 580, CALIFORNIA HOT SPRINGS, CA 93207, (661) 548-6296",15,"CEMO, LOUIS, KATHY CEMO PO BOX 87, CALIFORNIA HOT SPRINGS, CA 93207"
SEQUOIA MOTEL\TP,TULARE,54-0097-MP,"43000 SIERRA DR, THREE RIVERS, CA 93271, (559) 561-4453",18,"SCHLOSSIN, CHRIS, TOM SCHLOSSIN PO BOX 145, THREE RIVERS, CA 93271"
RANCHO ROBLES,TULARE,54-0098-MP,"26814 S MOONEY, VISALIA, CA 93277, (559) 688-2681",170,"AUGUSTA COMMUNITIES LLC, 400 N MOUNTAIN AVE SUITE 205, UPLAND, CA 91786"
CLEARVIEW MHP,TULARE,54-0102-MP,"14582 ROAD 274, PORTERVILLE, CA 93257, (559) 782-1096",4,"GARCIA, VENITO, 993 E DATE AVE, PORTERVILLE, CA 93257"
NORDSMAN MOBILE HOME LODGE LLC,FRESNO,54-0104-MP,"39850 RD 16, KINGSBURG, CA 93631, (559) 897-9253",30,"GEDDES, RONALD, 147 W ROUTE 66 #709, GLENDORA, CA 91740"
RANCHVIEW MOBILE ESTATES,TULARE,54-0105-MP,"670 E POPLAR AVE, PORTERVILLE, CA 93257, (209) 734-5580",117,"CEDAR RANCH LLC, C/O 3737 TORRANCE BL #208, TORRANCE, CA 90503"
SIERRA SHADOWS MHP,TULARE,54-0106-MP,"1269 W LINDMORE, LINDSAY, CA 93247, (559) 735-0103",46,"LOW MAC,LLC, PO BOX 919, ELK RAPIDS, MI 49629"
ROYAL PALMS MHE,TULARE,54-0108-MP,"560 W PLEASANT AVE, TULARE, CA 93274, (559) 686-9779",96,"COBBLESTONE II RPM LLC, 17 W 220 22ND STREET SUITE # 220, OAKBROOK TERRACE, IL 60181"
KINGS RIVER RV RESORT LLC,TULARE,54-0110-MP,"39700 RD 28, KINGSBURG, CA 93631, (559) 897-0351",34,"KINGS RIVER RV RESORT, 39700 ROAD 28 SPACE # 1, KINGSBURG, CA 93631"
LAKE SUCCESS MOBILE LODGE,TULARE,54-0111-MP,"30464 HWY 190, PORTERVILLE, CA 93257, (209) 781-6947",18,"PARHAM, SAM, 30464 HWY 190 1A, PORTERVILLE, CA 93257"
ALTA VISTA MHP,TULARE,54-0112-MP,"2373 E SPRINGVILLE AVENUE, PORTERVILLE, CA 93257, (831) 595-7892",10,"LOPEZ, MARIA, 2373 E SPRINGVILLE AVE SPACE # 1, PORTERVILLE, CA 93257"
TULARE MOBILE HOME PARK,TULARE,54-0113-MP,"320 N.  BLACKSTONE, TULARE, CA 93274, (559) 686-3312",29,"TULARE MOBILE HOME PARK LLC, 3511 DEL PASO RD #160/147, SACRAMENTO, CA 95835"
WESTERN SKY MHP,TULARE,54-0114-MP,"42873 RD 80, DINUBA, CA 93618, (559) 591-7638",47,"FRIEND, JOHN, 10200 ARNO RD, GALT, CA 95632"
EL MONTE VILLAGE MOBILE HOME PARK,TULARE,54-0115-MP,"6676 AVE 416, DINUBA, CA 93618, (559) 591-3664",35,"EL MONTE MOBILE VILLAGE LLC, 3511 DEL PASO RD 160-147, SACRAMENTO, CA 95835"
IVANHOE DRIVE TRAILER PARK,TULARE,54-0116-MP,"15026 IVANHOE DR, VISALIA, CA 93291, (559) 625-9500",4,"ELLIOTT, JO, 309 W MAIN ST SUITE # 102, VISALIA, CA 93291"
WILLOW GLEN MHP,TULARE,54-0117-MP,"225 N AKERS, VISALIA, CA 93291, (559) 732-1541",88,"YOHANAN, JANA, PO BOX 620006, WOODSIDE, CA 94062"
CRYSTAL COURT MOBILE HOME PARK,TULARE,54-0118-MP,"863 SOUTH CRYSTAL AVE., PORTERVILLE, CA 93257, (559) 355-2884",20,"MONAJJEMI, MOHAMMAD, PO BOX 10155, SAN JOSE, CA 95157"
LINDYS LANDING,FRESNO,54-0119-MP,"41920 RD 38, REEDLEY, CA 93654, (559) 897-2885",0,"LINDY'S LANDING LLC, 41920 ROAD 38, REEDLEY, CA 93654"
RIVERLAND RESORTS,FRESNO,54-0120-MP,"38743 HWY 99, KINGSBURG, CA 93631, (949) 280-5599",8,"ARO RIVERLAND, LP AND DRB RIVERLAND LLC, 150 ROCKLEDGE TERRACE, LAGUNA BEACH, CA 92651"
ORANGEWOOD MOBILE MANOR,TULARE,54-0121-MP,"550 W HERMOSA ST, LINDSAY, CA 93247, (559) 562-3043",112,"ORANGEWOOD INVESTORS LLC, 221 PINE STREET 4TH FLR, SAN FRANCISCO, CA 94104"
SIERRA GLEN TP,TULARE,54-0123-MP,"50775 RD 469, BADGER, CA 93603, (209) 337-2540",20,"BARTON, DON, 50775 ROAD 469 OFFICE 25, BADGER, CA 93603"
WESTLAKE VILLAGE MHP,TULARE,54-0124-MP,"2400 W. MIDVALLEY AVE.,, VISALIA, CA 93277, (213) 383-3222",139,"POPKIN, RUTH, 3250 WILSHIRE BLVD SUITE # 1918, LOS ANGELES, CA 90010"
WOODEN SHOE RV PARK,TULARE,54-0126-MP,"6504 BETTY DR, VISALIA, CA 93291, (559) 651-0624",2,"WOODEN SHOE VISALIA, LLC, 3745 TRUDY LANE, SAN DIEGO, CA 92106"
LONDON MANOR,TULARE,54-0127-MP,"5665 AVE 377, DINUBA, CA 93618, (209) 651-0624",45,"LONDON MOBILE ESTATES LP, 3737 TORRANCE BLVD #208, TORRANCE, CA 90503"
FAIRMONT REAL ESTATE LLC,TULARE,54-0128-MP,"817- 815 SOUTH  INDIANA, PORTERVILLE, CA 93257, (559) 303-8410",16,"FAIRMONT REAL ESTATE LLC, 3548 W FAIRVIEW, VISALIA, CA 93277"
MISSION BELL MHP,TULARE,54-0129-MP,"1343 W MORTON AVE, PORTERVILLE, CA 93257, (559) 784-0650",164,"MISSION BELL COMMUNITY HOMES, PO BOX 487 WESTMINISTER, WESTMINSTER, CA 92684"
QUAIL VALLEY RV PARK,TULARE,54-0131-MP,"40587 HOT SPRINGS DR, CALIFORNIA HOT SPRINGS, CA 93207, (661) 548-6299",0,"SMITH, MYRON, PO BOX 33, CALIFORNIA HOT SPRINGS, CA 93207"
LEMON COVE SEQUOIA CAMPGROUND,TULARE,54-0132-MP,"32075 SIERRA DR, LEMON COVE, CA 93244, (209) 597-2346",0,"DOLE, DIRK, PO BOX 1745, TEMPLETON, CA 93465"
OROSI MH ESTATES,TULARE,54-0133-MP,"42042 RD 128, OROSI, CA 93647, (209) 528-2203",128,"OROSI MHP LLC, 500 GIUSEPPE COURT SUITE # 2, ROSEVILLE, CA 95678"
RANCHO EXETER MHP,TULARE,54-0134-MP,"314 N ALBERT, EXETER, CA 93221, (209) 592-5258",139,"MOUCHAWAR, CAMILLE, PO BOX 91463, LONG BEACH, CA 90807"
DINUBA DOWNS MH COMMUNITY,TULARE,54-0135-MP,"581 N CRAWFORD AVE, DINUBA, CA 93618, (209) 592-5258",161,"MCDONALD PROPERTIES, 2975 S MACONOUGH, SANGER, CA 93657"
ROYAL OAKS,TULARE,54-0136-MP,"415 AKERS, VISALIA, CA 93291, (209) 733-1431",148,"MHC OPERATING L P, PO BOX 8000, MONSEY, NY 10952"
VISALIA/FRESNO SOUTH KOA,TULARE,54-0137-MP,"7480 AVE 308, VISALIA, CA 93291, (559) 651-0544",2,"HOWARD & EUNICE BAE, 7480 AVE 308, VISALIA, CA 93291"
VISALIA MOBILE ESTATES,TULARE,54-0138-MP,"2627 W MID VALLEY, VISALIA, CA 93277, (209) 625-5337",140,"NORTHWIND PROPERTIES LTD, 1654 THE ALAMEDA #100, SAN JOSE, CA 95126"
RANCHO FIESTA MOBILE ESTATES,TULARE,54-0139-MP,"5505 W TULARE AVE, VISALIA, CA 93277, (559) 734-3274",284,"R F GROUP, LP, 1801 E EDINGER AVE #230, SANTA ANA, CA 92705"
SIERRA VISTA MOBILE MANOR,TULARE,54-0140-MP,"2301 S DIVISIDERO, VISALIA, CA 93277, (209) 734-0030",125,"SIERRA VISTA MOBILE MANOR LLC, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
TULARE INN MHP,TULARE,54-0141-MP,"1401 E PAIGE AVE, TULARE, CA 93274, (559) 732-1541",42,"YOHANAN, JANA, PO BOX 620006, WOODSIDE, CA 94062"
EAGLE'S NEST RESORT,TULARE,54-0143-MP,"27798 HWY 190, PORTERVILLE, CA 93257, (209) 784-2123",0,"BOWKER, VICTOR, 27798 HWY 190, PORTERVILLE, CA 93257"
CASTLE ROCK MOBILE RANCH,TULARE,54-0146-MP,"690 CASTLE ROCK RD, WOODLAKE, CA 93286, (209) 564-8644",21,"LOW MAC, LLC, PO BOX 919, ELK RAPIDS, MI 49629"
VANDALIA MHP,TULARE,54-0150-MP,"74 E VANDALIA, PORTERVILLE, CA 93257, (831) 224-2352",4,"RCFRSF, LLC, 23645 DETERMINE LANE, MONTEREY, CA 93940"
HIDDEN LAKE,TULARE,54-0152-MP,"27298 B AVE 146, PORTERVILLE, CA 93257, (559) 333-4333",0,"RASEKH, REZA, PO BOX 11027, TERRA BELLA, CA 93270"
HODSON,TULARE,54-0153-MP,"9656 AVENUE  236, TERRA BELLA, CA 93270, (909) 793-5233",87,"TERRA BELLA MHP INVESTORS LLC, 701 TEXAS STREET, REDLANDS, CA 92374"
COUNTRY ESTATES MHP,TULARE,54-0154-MP,"900 E RANKIN AVE, TULARE, CA 93274, (209) 686-7120",171,"NORTHWIND PROPERTIES LTD, 1654 THE ALAMEDA, SAN JOSE, CA 95101"
"COLONIAL COMMUNITY HOMES, LLC",TULARE,54-0155-MP,"2300 MORTON, PORTERVILLE, CA 93257, (559) 781-7357",106,"COLONIAL COMMUNITY HOMES LLC, PO BOX 487, WESTMINSTER, CA 92684"
CALIFORNIA HOT SPRINGS RV PARK,TULARE,54-0157-MP,"42177 HOT SPRINGS DR, CALIFORNIA HOT SPRINGS, CA 93207, (661) 548-6582",0,"GILBERT, RONALD, PO BOX 146, CALIFORNIA HOT SPRINGS, CA 93207"
MARTIN PARK,TULARE,54-0158-MP,"1720 E SUCCESS DR, PORTERVILLE, CA 93257, (805) 548-6582",4,"GARCIA, JAVIER, 770 SAN LUCIA LN, PORTERVILLE, CA 93257"
OAKS ESTATES,TULARE,54-0159-MP,"2459 N OAKS ST, TULARE, CA 93274, (559) 685-1032",138,"FUJINAKA OAKS ESTATES LP, 3090 FITE CIRCLE SUITE # 203, SACRAMENTO, CA 95827"
PARKVIEW MOBILE ESTATES,TULARE,54-0160-MP,"975 NORTH H ST, TULARE, CA 93274, (209) 685-1032",50,"PARKVIEW MOBILE ESTATES GENERAL PARTNERSHIP, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
DEER CREEK RV PARK,TULARE,54-0162-MP,"10679 S ORANGE BELT DR, PORTERVILLE, CA 93257, (209) 781-3337",0,"COX, DIANE, PO BOX 10182, TERRA BELLA, CA 93270"
PARK VILLAGE,TULARE,54-0164-MP,"782 N PARK DR, PIXLEY, CA 93256, (559) 757-1111",35,"VILLAGE 5 LLC, 554 N HIGHLAND, TULARE, CA 93274"
FRIENDS RV PARK,TULARE,54-0165-MP,"9849 RD 232, TERRA BELLA, CA 93270, (559) 535-0144",0,"BARNHART, LORI, 13884 HUNTERVALE DT, EASTVALE, CA 92880"
WESTWOOD VILLAGE,TULARE,54-0166-MP,"100 S WESTWOOD, PORTERVILLE, CA 93257, (559) 781-9643",152,"LEGACY WESTWOOD VILLAGE LLC, 32313 BROADWAY ST SUITE # 101, SEBRING, FL 33870"
SEQUOIA RESORT,TULARE,54-10042-MP,"50616 CA-245, BADGER, CA 93603, (559) 967-1755",0,"BADGER CREEK DEVELOPMENT LLC, 50616 CA-245 OFFICE, BADGER, CA 93603"
COLUMBIA MOBILE HOME PARK,TUOLUMNE,55-0002-MP,"22217 PARROTTS FERRY RD, SONORA, CA 95370, (209) 770-0943",52,"SHOAL CREEK ASSOC,LP, 2618 SAN MIGUEL DR., NEWPORT BEACH, CA 92660"
TWIN PINES MHP,TUOLUMNE,55-0005-MP,"10760 WIGWAM RD, JAMESTOWN, CA 95327, (209) 984-5373",60,"TWIN PINES MHP LLC, 500 GIUSEPPE CT #2, ROSEVILLE, CA 95678"
YOSEMITE RIVERSIDE INN,TUOLUMNE,55-0007-MP,"11399 CHERRY OIL RD, GROVELAND, CA 95321, (209) 962-7408",0,"HILARIDES, LEE, 11399 CHERRY OIL RD, GROVELAND, CA 95321"
DARDANELLE RESORT,TUOLUMNE,55-0013-MP,"HWY 108 SONORA PASS, DARDANELLE, CA 95364, (209) 965-4275",0,"FLEISCHER, CHUCK, 4325 AKER RD, OAKDALE, CA 95361"
HEMINGWAY'S RETREAT,TUOLUMNE,55-0015-MP,"21581 PHOENIX LAKE RD, SONORA, CA 95370, (209) 845-3836",12,"PAUL STEPHEN FOLEY AND KATHY FOLEY FAMILY TRUST, PO BOX 1548, OAKDALE, CA 95361"
GROVELAND MOTEL\TP,TUOLUMNE,55-0020-MP,"18933 MAIN ST - HIGHWAY 120, GROVELAND, CA 95321, (209) 962-7865",14,"HYDE, DEANNE, PO BOX 175, GROVELAND, CA 95321"
GOLD RUSH MHP,TUOLUMNE,55-0025-MP,"22216 PARROTTS FERRY RD, SONORA, CA 95370, (209) 532-4860",46,"GOLD RUSH MHP LLC, PO BOX 1646, SAN JUAN CAPISTRANO, CA 92693"
WOODS CREEK MHP,TUOLUMNE,55-0027-MP,"18725 HWY 108, JAMESTOWN, CA 95327, (209) 743-1958",67,"WOODS CREEK PARTNERS, LLC, 2618 SAN MIGUEL DR # 117, NEWPORT BEACH, CA 92660"
PONDEROSA MHP,TUOLUMNE,55-0032-MP,"21850 BELLEVIEW RD., SONORA, CA 95370, (209) 532-2562",61,"PONDEROSA SUMMIT LTD, 24681 LA PLAZA, STE., 380, DANA POINT, CA 92629"
COLUMBIA 49ER TRAILER PARK,TUOLUMNE,55-0034-MP,"23223 ITALIAN BAR RD, COLUMBIA, CA 95310, (209) 532-4978",34,"MEISSNER, WILLIAM, PO BOX 49, COLUMBIA, CA 95310"
TAMARRON MOBILE HOME PARK,TUOLUMNE,55-0035-MP,"14610 MONO WAY, SONORA, CA 95370, (209) 532-7007",90,"LIC TAMARRON PARTNERS LLC, 2618 SAN MIGUEL DR. #117, NEWPORT BEACH, CA 92660"
YOSEMITE VISTA MOBILE ESTATES,TUOLUMNE,55-0037-MP,"22625 FERRETTI, GROVELAND, CA 95321, (209) 962-5988",87,"YOSEMITE VISTA ESTATES HOMEOWNERS ASSOCIATION, 22645 PROSPECT HEIGHTS, GROVELAND, CA 95321"
MARBLE QUARRY RESORT,TUOLUMNE,55-0038-MP,"11551 YANKEE HILL RD, COLUMBIA, CA 95310, (209) 532-9539",2,"SQUIRE FARMS INC., 11555 YANKEE HILL RD., COLUMBIA, CA 95310"
MOTHER LODE MOBILE ESTATES,TUOLUMNE,55-0039-MP,"14192 TUOLUMNE RD, SONORA, CA 95370, (209) 532-3794",66,"MOTHERLODE MHP, LLC, PO BOX 4053, LOS ALTOS, CA 94024"
SIERRA TRAILER PARK,TUOLUMNE,55-0040-MP,"11200 HWY 49, SONORA, CA 95370, (209) 532-2794",6,"WITT AND WITT PROPERTIES LLC, PO BOX 1059, TWAIN HARTE, CA 95383"
LAZY Z RESORT,TUOLUMNE,55-0041-MP,"22732 MIDDLECAMP RD, TWAIN HARTE, CA 95383, (209) 586-1214",18,"ZELINSKY, KENNETH, PO BOX 1055, TWAIN HARTE, CA 95383"
SIERRA VILLAGE TP,TUOLUMNE,55-0044-MP,"24966 HWY 108, MI WUK VILLAGE, CA 95346, (209) 586-4302",27,"PRICE, GEORGE, PO BOX 1003, MI WUK VILLAGE, CA 95346"
SONORA ESTATES,TUOLUMNE,55-0045-MP,"22466 S AIRPORT RD, SONORA, CA 95370, (209) 532-9129",69,"WELSH, CHRISTOPHER, 800 WHARF ST, RICHMOND, CA 94804"
SONORA CASCADE ESTATES,TUOLUMNE,55-0048-MP,"18330 WARDS FERRY RD, SONORA, CA 95370, (209) 536-9171",113,"SONORA CASCADE PROPERTIES, LP, 5 BON AIR RD STE 225, LARKSPUR, CA 94939"
MONO VISTA RANCH MHP,TUOLUMNE,55-0049-MP,"16629 ALLISON WAY, SONORA, CA 95370, (209) 984-5373",29,"MONO VISTA RANCH MHP LLC, 500 GIUSEPPE CT #2, ROSEVILLE, CA 95678"
SUGARPINE RV PARK,TUOLUMNE,55-0052-MP,"23699 HWY 108, TWAIN HARTE, CA 95383, (209) 586-4631",17,"SOUTHFORK RIVER LLC, PO BOX 22029, HOUSTON, TX 77227"
LAKE TULLOCH MARINA,TUOLUMNE,55-0055-MP,"14448 TULLOCH DAM RD, JAMESTOWN, CA 95327, (209) 881-0107",11,"LAKE TULLOCK RV CAMPGROUND & MARINA, 14448 TULLOCH DAM RD, JAMESTOWN, CA 95327"
HILL HAVEN MHP,TUOLUMNE,55-0056-MP,"10783 GOLF LINKS RD, JAMESTOWN, CA 95327, (209) 984-3807",4,"GRANITE BUILDING & DEVELOPMENT, PO BOX 3140, SONORA, CA 95370"
SIERRA TWAIN HARTE MHP,TUOLUMNE,55-0057-MP,"16145 BIG HILL RD, SONORA, CA 95370, (209) 586-5090",44,"MOYLE, SHERYL, PO BOX 498, JAMESTOWN, CA 95327"
SIERRA PINES MOBILE EST,TUOLUMNE,55-0058-MP,"11330 WARDS FERRY RD, BIG OAK FLAT, CA 95305, (209) 589-9118",19,"LEAL, JAMES, PO BOX 272, BIG OAK FLAT, CA 95305"
RAMBLING HILLS ESTATES,TUOLUMNE,55-0060-MP,"23732 PARROTTS FERRY RD, COLUMBIA, CA 95310, (209) 536-1880",51,"OLA RAMBLING HILLS, LLC, 2685 ELIZABETH COURT, SEBASTOPOL, CA 95472"
YOSEMITE LAKES,TUOLUMNE,55-0061-MP,"31191 HARDIN FLAT RD, GROVELAND, CA 95321, (209) 962-0109",0,"MHC NAC, LP, C/O BUISNESS LICENSES, LLC PO BOX 8000, MONSEY, NY 10952"
PINE MOUNTAIN LAKE CAMPGROUNDS,TUOLUMNE,55-0062-MP,"13500 ROCKY POINT DR, GROVELAND, CA 95321, (209) 962-8625",1,"PINE MOUNTAIN LAKE ASSN, 19228 PINE MOUNTAIN DR, GROVELAND, CA 95321"
STAR MOBILE ESTATES,TUOLUMNE,55-0064-MP,"20106 JAMESTOWN RD, SONORA, CA 95370, (209) 533-3166",34,"BEDROCK LLC, 2685 ELIZABETH COURT, SEBASTOPOL, CA 95472"
PEPPERMINT CREEK MHP,TUOLUMNE,55-0065-MP,"10155 PEPPERMINT CIR, JAMESTOWN, CA 95327, (209) 984-3554",100,"OAKVIEW MHP LLC, 6653 EMBARCADEO DR SUITE # C, STOCKTON, CA 95219"
SYLVAN COURT,TUOLUMNE,55-0073-MP,"216 SYLVAN DR, SONORA, CA 95370, (209) 532-6333",6,"BOONE, BETTY, PO BOX 391, COLUMBIA, CA 95310"
STONEY BROOK MHP,TUOLUMNE,55-0074-MP,"16626 ALLISON WAY, SONORA, CA 95370, (209) 533-2277",10,"BASS, DOROTHY, 16626 ALLISON WY #36, SONORA, CA 95370"
COLUMBIA SKY MOBILE ESTATES LLC,TUOLUMNE,55-0076-MP,"10956 GREEN ST, COLUMBIA, CA 95310, (209) 532-7767",145,"COLUMBIA SKY ESTATES LLC, 1910 TERRACINA DR. # 100, SACRAMENTO, CA 95834"
RAWHIDE MHP,TUOLUMNE,55-0078-MP,"8400 OLD MELONES DAM RD, JAMESTOWN, CA 95327, (209) 984-3511",100,"RAWHIDE INVESTMENT CO, PO BOX 859, JAMESTOWN, CA 95327"
CASSARETTO MP,TUOLUMNE,55-0081-MP,"11898 PONDEROSA LN, GROVELAND, CA 95321, (209) 962-7314",3,"CASSARETTO, LEONARD, PO BOX 24, GROVELAND, CA 95321"
MILL VILLA,TUOLUMNE,55-0082-MP,"18717 MILL VILLA RD, JAMESTOWN, CA 95327, (209) 533-3151",193,"MILL VILLA MHC LLC, 18006 SKY PARK CIRCLE #200, IRVINE, CA 92614"
CEDAR OAKS MHP,TUOLUMNE,55-0083-MP,"10678 WIGWAM RD, JAMESTOWN, CA 95327, (209) 984-3222",25,"NICHOLS, RACHELLE, 1097 SYCAMORE DR, MILLBRAE, CA 94030"
COLUMBIA RV PARK,TUOLUMNE,55-0084-MP,"21770 PARROTTS FERRY RD, SONORA, CA 95370, (209) 728-5997",0,"D/S INVESTMENTS, LLC, PO BOX 538, JAMESTOWN, CA 95327"
SONORA HILLS,TUOLUMNE,55-0086-MP,"19601 GREENLY RD, SONORA, CA 95370, (209) 533-3333",236,"SONORA HILLS, LP, C/O RUSSELL THORNTON 19601 GREENLEY RD, SONORA, CA 95370"
AIRPORT VILLAGE MP,TUOLUMNE,55-0088-MP,"10891 N AIRPORT RD, COLUMBIA, CA 95310, (209) 532-3186",6,"WILSON, DENNIS, PO BOX 4045, SONORA, CA 95370"
YOSEMITE PINES RV PARK,TUOLUMNE,55-0089-MP,"20450 OLD HWY 120, GROVELAND, CA 95321, (209) 962-5042",0,"YOSEMITE PINES RV PARK LLC, 22880 SAVI RANCH PARKWAY, YORBA LINDA, CA 92887"
WILLOW ST PARK,TUOLUMNE,55-0090-MP,"10375 WILLOW ST, JAMESTOWN, CA 95327, (209) 984-5604",10,"EAST, EVERETT, PO BOX 537, JAMESTOWN, CA 95327"
EVERGREEN LODGE CAMPGROUND,TUOLUMNE,55-12021-MP,"33160 EVERGREEN ROAD, GROVELAND, CA 95321, (415) 609-4973",0,"EVERGREEN DESTINATION HOLDINGS LLC,, 3 CORTE PALOS VERDES, TIBURON, CA 94920"
COUNTRY SUNSHINE PARK,VENTURA,56-0001-MP,"3735 DUFAU RD, OXNARD, CA 93030, (805) 485-0624",8,"TUASON, ESTERINA, 601 ALAMEDA PADRE SERRA, SANTA BARBARA, CA 93103"
BELL WAY TP,VENTURA,56-0004-MP,"29 BELL WAY, VENTURA, CA 93001, (805) 644-6700",11,"THOMPSON, MICKI, 2021 SPERRY AVE #21, VENTURA, CA 93003"
AVENUE TRAILER TOWN,VENTURA,56-0005-MP,"251 N VENTURA AVE, VENTURA, CA 93001, (805) 643-5592",68,"VENTURA RV PARK LLC, PO BOX 15274, NEWPORT BEACH, CA 92659"
BUENA TRAILER VILLA,VENTURA,56-0012-MP,"3975 E TELEGRAPH RD, VENTURA, CA 93003, (805) 642-1888",68,"BUENA PROPERTY MANAGEMENT, 3975 E. TELEGRAPH RD ATTN: DANA HILL, VENTURA, CA 93003"
